Utility ID,Utility Name,Plant Code,Plant Name,State,County,Generator ID,Technology,Prime Mover,Unit Code,Ownership,Duct Burners,Can Bypass Heat Recovery Steam Generator?,RTO/ISO LMP Node Designation,RTO/ISO Location Designation for Reporting Wholesale Sales Data to FERC,Nameplate Capacity (MW),Nameplate Power Factor,Summer Capacity (MW),Winter Capacity (MW),Minimum Load (MW),Uprate or Derate Completed During Year,Month Uprate or Derate Completed,Year Uprate or Derate Completed,Status,Synchronized to Transmission Grid,Operating Month,Operating Year,Retirement Month,Retirement Year,Associated with Combined Heat and Power System,Sector Name,Sector,Topping or Bottoming,Energy Source 1,Energy Source 2,Energy Source 3,Energy Source 4,Energy Source 5,Energy Source 6,Startup Source 1,Startup Source 2,Startup Source 3,Startup Source 4,Solid Fuel Gasification System?,Carbon Capture Technology?,Turbines or Hydrokinetic Buoys,Time from Cold Shutdown to Full Load,Fluidized Bed Technology?,Pulverized Coal Technology?,Stoker Technology?,Other Combustion Technology?,Subcritical Technology?,Supercritical Technology?,Ultrasupercritical Technology?,Multiple Fuels?,Cofire Fuels?,Switch Between Oil and Natural Gas?
55983,Luminant Generation Company LLC,3497,Big Brown,TX,Freestone,3,Conventional Steam Coal,ST,,S,X,X,,,800.00, ,800,800, ,, , ,IP,X, , , , ,N,IPP Non-CHP,2,X,SUB,,,,,,,,,,N,, ,,,Y,,,,Y,,,,
55983,Luminant Generation Company LLC,3502,Lake Creek,TX,McLennan,ST3,Conventional Steam Coal,ST,,W,X,X,,,800.00, ,800,800, ,, , ,IP,X, , , , ,N,IPP Non-CHP,2,X,SUB,,,,,,,,,,N,, ,,,,,,,,,,,
55983,Luminant Generation Company LLC,6146,Martin Lake,TX,Rusk,4,Conventional Steam Coal,ST,,W,X,X,,,800.00, ,800,800, ,, , ,IP,X, , , , ,N,IPP Non-CHP,2,X,SUB,,,,,,,,,,N,, ,,,,,,,,,,,
55983,Luminant Generation Company LLC,6147,Monticello,TX,Titus,4,Conventional Steam Coal,ST,,W,X,X,,,800.00, ,800,800, ,, , ,IP,X, , , , ,N,IPP Non-CHP,2,X,SUB,,,,,,,,,,N,, ,,,,,,,,,,,
1015,Austin Energy,3548,Decker Creek,TX,Travis,PV3,Solar Photovoltaic,PV,,S,X,X,,,0.30, ,0.3,0.3, ,, , ,RE,X,7,1987,6,2001,N,Electric Utility,1,X,SUN,,,,,,,,,,,, ,,,,,,,,,N,,
17650,Southern Power Co,60372,Lamesa Solar,TX,Dawson,LSPV2,Solar Photovoltaic,PV,,S,X,X,,,100.00, ,100,100, ,N, , ,CN,X, , , , ,N,IPP Non-CHP,2,,SUN,,,,,,,,,,,, ,,,,,,,,,N,,
57054,Suzlon Project VIII LLC,57741,Suzlon Project VIII LLC,TX,Hartley,SP95,Onshore Wind Turbine,WT,,S,X,X,SPS.SUZLON8,N/A,2.10, ,2.1,2.1,0,N, , ,RE,X,10,2011,4,2015,N,IPP Non-CHP,2,X,WND,,,,,,,,,,N,N,1,,,,,,,,,N,,
5701,El Paso Electric Co,55578,Hueco Mountain Wind Ranch,TX,Hudspeth,EXIS,Onshore Wind Turbine,WT,,S,X,X,,,1.30, ,1.3,1.3,0,N, , ,RE,X,2,2001,6,2016,N,Electric Utility,1,X,WND,,,,,,,,,,N,,2,,,,,,,,,,,
55838,"Exelon Wind 1, LLC",56557,EXC Wind 1,TX,Hansford,1,Onshore Wind Turbine,WT,,S,X,X,EXELON1_2,,10.00, ,10,10,0.1,N, , ,RE,X,2,2006,6,2017,N,IPP Non-CHP,2,X,WND,,,,,,,,,,,,8,,,,,,,,,,,
55837,"Exelon Wind 2, LLC",56558,EXC Wind 2,TX,Hansford,JDW2,Onshore Wind Turbine,WT,,S,X,X,EXELON1_2,,10.00, ,10,10,0.1,N, , ,RE,X,2,2006,6,2017,N,IPP Non-CHP,2,X,WND,,,,,,,,,,,,8,,,,,,,,,,,
55836,"Exelon Wind 3, LLC",56559,EXC Wind 3,TX,Hansford,JDW3,Onshore Wind Turbine,WT,,S,X,X,EXELON3,,10.00, ,10,10,0.1,N, , ,RE,X,2,2006,6,2017,N,IPP Non-CHP,2,X,WND,,,,,,,,,,,,8,,,,,,,,,,,
56545,Pattern Operators LP,56658,Majestic 2 Wind Farm,TX,Carson,1,Onshore Wind Turbine,WT,,S,X,X,,,79.20, ,79.2,79.2, ,N, , ,CN,X, , , , ,N,IPP Non-CHP,2,X,WND,,,,,,,,,,,,34,,,,,,,,,,,
56545,Pattern Operators LP,56662,Texas Gulf Wind 2,TX,Kenedy,1,Onshore Wind Turbine,WT,,W,X,X,,,187.20, ,187.2,187.2, ,N, , ,IP,X, , , , ,N,IPP Non-CHP,2,X,WND,,,,,,,,,,,,78,,,,,,,,,,,
57054,Suzlon Project VIII LLC,57741,Suzlon Project VIII LLC,TX,Hartley,S128,Onshore Wind Turbine,WT,,S,X,X,SPS.SUZLON8,N/A,2.60, ,2.6,2.6,0,N, , ,CN,X, , , , ,N,IPP Non-CHP,2,,WND,,,,,,,,,,N,N,1,,,,,,,,,N,,
56215,E ON Climate Renewables N America LLC,58614,Patriot Wind Farm,TX,Nueces,PAT1,Onshore Wind Turbine,WT,,S,X,X,,,178.50, ,178.5,178.5, ,N, , ,IP,X, , , , ,N,IPP Non-CHP,2,X,WND,,,,,,,,,,N,,105,,,,,,,,,,,
17650,Southern Power Co,58766,Wake Wind Energy Center,TX,Crosby,2,Onshore Wind Turbine,WT,,S,X,X,,,125.00, ,125,125, ,N, , ,IP,X, , , , ,N,IPP Non-CHP,2,X,WND,,,,,,,,,,N,,59,,,,,,,,,,,
17650,Southern Power Co,58766,Wake Wind Energy Center,TX,Crosby,3,Onshore Wind Turbine,WT,,S,X,X,,,61.10, ,61.1,61.1, ,N, , ,IP,X, , , , ,N,IPP Non-CHP,2,X,WND,,,,,,,,,,N,,33,,,,,,,,,,,
56215,E ON Climate Renewables N America LLC,59064,Stella Wind Farm II,TX,Kenedy,WT1,Onshore Wind Turbine,WT,,S,X,X,,,200.00, ,200,200, ,N, , ,CN,X, , , , ,N,IPP Non-CHP,2,X,WND,,,,,,,,,,,,100,,,,,,,,,N,,
56215,E ON Climate Renewables N America LLC,59067,Grandview Wind Farm III LLC,TX,Carson,GVIII,Onshore Wind Turbine,WT,,S,X,X,,,188.00, ,188,188, ,N, , ,CN,X, , , , ,N,IPP Non-CHP,2,X,WND,,,,,,,,,,,,106,,,,,,,,,N,,
59056,"Tri Global Energy, LLC",60269,"Tex-Mex Renewable Energy Project, LLC",TX,Bailey,WT1,Onshore Wind Turbine,WT,,S,X,X,,,80.00, ,80,80, ,N, , ,CN,X, , , , ,N,IPP Non-CHP,2,,WND,,,,,,,,,,,,40,,,,,,,,,,,
56215,E ON Climate Renewables N America LLC,60362,Magic Valley Wind Farm III LLC,TX,Willacy,MVIII,Onshore Wind Turbine,WT,,S,X,X,,,200.00, ,200,200, ,, , ,CN,X, , , , ,N,IPP Non-CHP,2,,WND,,,,,,,,,,,,100,,,,,,,,,N,,
